position,block_id,release_year,artist,title,intended_version,scene_or_country,route_tags,primary_teaching_job,selection_status,metadata_status,metadata_source_url,soundcloud_status,soundcloud_url,soundcloud_id,soundcloud_uploader,soundcloud_duration_ms,soundcloud_access,resolution_note,guide_anchor,notes
177,HH10,2015,Vince Staples,Norf Norf,original Summertime '06 album version,Long Beach / California,West-Coast; minimal; street-reportage,Dry documentary voice over skeletal modern production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/9c649ce0-ea55-44f6-b84f-974c997c36ee,resolved_exact,https://soundcloud.com/vince-staples-official/norf-norf-1,253598376,Vince Staples,183615,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-177,Canonical modern lyricism
178,HH10,2016,Rapsody,Crown,original Crown EP version,North Carolina,women; lyrical; political,Contemporary lyricism Black womanhood and historical address,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/74167677-2628-4181-895d-c344ad0898bf,resolved_exact,https://soundcloud.com/laflarehiphop/crown,294001555,la flare,193167,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-178,Exact EP master
179,HH10,2014,J. Cole,Love Yourz,original 2014 Forest Hills Drive album version,North Carolina,lyrical; message; mainstream,A mainstream moral argument about desire success and sufficiency,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/42600c98-f2e7-44d5-a90a-ee02f1a149c5,resolved_exact,https://soundcloud.com/j-cole/love-yourz,412975863,J. Cole,211540,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-179,Potential Tom route
180,HH10,2011,Azealia Banks featuring Lazy Jay,212,original single version,Harlem / New York,women; queer; house-exchange,Rap-house exchange virtuoso rhythmic switching and queer club energy,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/azealia-fm/212a,resolved_exact,https://soundcloud.com/azealia-fm/212a,1376790595,AZEALIA BANKS,203677,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-180,Explicit; artist controversies separate from track function
181,HH10,2015,Skepta,Shutdown,original single version,London / United Kingdom,grime; MC; independence,Grime resurgence and UK independence,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/bb138d71-b434-4e87-9478-dd357776003b,resolved_exact,https://soundcloud.com/skepta/shutdown-1,270339217,SKEPTA,188918,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-181,Neighbor comparison not rap subsumption
182,HH10,2012,Canserbero,Jeremías 17:5,original Muerte album version,Venezuela,Venezuelan-rap; Spanish-language; political,Venezuelan independent lyricism and philosophical social critique,selected_main_route,metadata_source_incomplete,https://musicbrainz.org/ws/2/recording/?query=recording%3A%22Jerem%C3%ADas+17%3A5%22+AND+artist%3A%22Canserbero%22&fmt=json&limit=8,resolved_exact_unofficial,https://soundcloud.com/drob-08/jeremias-17-5-canserbero,185409694,D`RoB-08,326117,open_or_monetized,Full user upload matches the album recording; live and instrumental versions were rejected.,track-182,Translation and version audit
183,HH10,2015,PNL,Le monde ou rien,original Le Monde Chico album version,Paris / France,French-rap; cloud; Auto-Tune,French cloud atmosphere family authorship and autonomous image,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/9f511e90-11ec-431c-a2fc-599bb8f5d459,resolved_exact,https://soundcloud.com/pnlpart2/le-monde-ou-rien-3,1017922789,PNL,226142,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-183,Translation/context needed
184,HH10,2011,"Tyler, the Creator",Yonkers,original Goblin album version,Los Angeles,Odd-Future; internet; persona; minimal,Internet collective shock aesthetics stark production and authored visual persona,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/07520c4d-77cd-4d91-a3c4-7c9d476cab87,resolved_exact,https://soundcloud.com/tylerthecreatorofficial/yonkers,265550967,"Tyler, The Creator",249365,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-184,Contextualize slurs and provocation
185,HH10,2016,Okmalumkoolkat,Gqi,original Mlazi Milano album version,Durban / South Africa,South-African-rap; electronic; language,Zulu-inflected futurism and local electronic exchange,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/517e7334-c5df-4375-98df-6a7e9deba8f9,resolved_exact_unofficial,https://soundcloud.com/smilinobserver/gqi-w-okmalumkoolkat,1654917822,Nightmare Henry,187376,open_or_monetized,User upload names the artist and intended title; no artist-controlled upload was found.,track-185,Metadata/language audit
186,HH10,2015,Keith Ape featuring JayAllDay Loota Okasian and Kohh,It G Ma,original single version,South Korea / Japan,Asian-rap; trap; multilingual,Multilingual regional collaboration and viral transpacific circulation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/702412e3-2647-48e8-919f-c17219bf39a2,resolved_exact,https://soundcloud.com/keithape/keith-ape-it-g-ma-feat-jayallday-loota-okasian-kohh,184286258,KeithApe'22⊕,322485,open_or_monetized,Artist upload of the original single.,track-186,Full credit and cultural-context audit
187,HH11,2016,XXXTentacion,Look at Me!,original SoundCloud upload/master,South Florida,SoundCloud-rap; distortion; short-form,Clipping distortion brevity and platform virality,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/de92c98a-c725-4612-a1e3-2b87d2405b48,resolved_exact,https://soundcloud.com/jahseh-onfroy/look-at-me,1595597859,XXXTENTACION,126407,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-187,Serious biographical harm context required
188,HH11,2017,Lil Uzi Vert,XO TOUR Llif3,original commercial single version,Philadelphia,emo-rap; melody; trap,Melodic affect and arena-scale internet generation,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/d2c4c05c-acfe-46c2-a46c-7950dca19d93,resolved_exact,https://soundcloud.com/liluzivert/xo-tour-llif3-1,313999085,Lil Uzi Vert,182706,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-188,Compare initial SoundCloud version if materially different
189,HH11,2017,Playboi Carti,Magnolia,original Playboi Carti mixtape version,Atlanta / New York,minimal-vocal; trap; Pi'erre,Ad-lib voice repetition and producer tag as architecture,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/75a38235-5db3-4545-bd4c-e4de9baee068,resolved_exact,https://soundcloud.com/playboicarti/magnolia-1,317594712,playboicarti,181907,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-189,Canonical platform-era form
190,HH11,2017,Juice WRLD,Lucid Dreams,original single/Goodbye album version,Chicago,emo-rap; melody; sample,Freestyle-derived melodic confession and sample dependence,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/19c232bc-1960-4df2-bbc9-7742b7180a7f,resolved_exact,https://soundcloud.com/uiceheidd/lucid-dreams-forget-me,328259811,Juice WRLD,239882,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-190,Version and sample-cleared master verify
191,HH11,2017,Lil Peep,Benz Truck (гелик),original Come Over When You're Sober Pt. 1 version,Long Island / Los Angeles,emo-rap; guitar; SoundCloud,Guitar emo lineage and SoundCloud intimacy,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/60871e52-3627-4c18-9965-2befa01bb024,resolved_exact,https://soundcloud.com/user-371417929/benz-truck-gelik-lil-peep,888975970,☆Peep☆,160026,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-191,Title typography and original upload verify
192,HH11,2016,Travis Scott featuring Kendrick Lamar,goosebumps,original Birds in the Trap Sing McKnight version,Houston,psychedelic-trap; producer-auteur; mainstream,Atmospheric trap as large-scale producer-performer world building,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/05b394e8-3b2c-4cc4-9a2c-cbe2814d362c,resolved_probable_exact,https://soundcloud.com/cslav34/rthytjty,349869847,Cslav,249780,open_or_monetized,Full user upload matches the original album recording; remixes and unusually long uploads were rejected.,track-192,Feature and album master verify
193,HH11,2018,Noname,Blaxploitation,original Room 25 album version,Chicago,women; spoken-flow; political,Political critique through conversational rhythmic ambiguity,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/6f47c710-4e86-4821-b2b7-c5e90c5da127,resolved_exact,https://soundcloud.com/noname84333/blaxploitation,1418154601,Noname,133094,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-193,Likely Tom route
194,HH11,2019,Tierra Whack,Unemployed,original single version,Philadelphia,women; experimental; visual,Comic grotesque imagery and compact formal invention,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f86e9d1d-4978-438d-a695-ef50d43e332b,resolved_exact,https://soundcloud.com/tierrawhack/unemployed,589243494,Tierra Whack,168740,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-194,Pair with Whack World in prose
195,HH11,2016,Young M.A,OOOUUU,original single version,Brooklyn / New York,women; queer; street-rap,Queer woman authority inside mainstream street-rap grammar,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/ff740487-b0cd-44b4-9d3a-5261f47737da,resolved_exact,https://soundcloud.com/youngma/ooouuu,574121049,Young M.A,228618,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-195,Canonical
196,HH11,2019,Dave,Black,original Psychodrama album version,London / United Kingdom,UK-rap; political; piano,Black British historical argument and perspective changes,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/6e291e1f-0dc3-4e7e-8f8b-1cd9f89cd966,resolved_exact,https://soundcloud.com/santandave/black,586567077,Dave,228310,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-196,Album versus BRIT performance distinction
197,HH11,2019,Little Simz,Venom,original GREY Area album version,London / United Kingdom,women; lyrical; experimental,Controlled technical escalation and producer partnership,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/2472ebf2-e761-44b0-ac27-e88b83f0a429,resolved_exact,https://soundcloud.com/littlesimz/venom-1,533892180,Little Simz,154776,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-197,Likely Tom route
198,HH11,2017,Cardi B,Bodak Yellow,original single/Invasion of Privacy version,Bronx / New York,women; mainstream; trap,Woman-led mainstream breakthrough through forceful speech rhythm,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/91341a83-c7ba-4204-853d-46c74e3eab15,resolved_exact,https://soundcloud.com/iamcardib/bodak-yellow-1,329405148,Cardi B,223765,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-198,Single and album master compare
199,HH11,2019,Sampa the Great,Final Form,original single/The Return version,Zambia / Botswana / Australia,African-diaspora; women; political,Diasporic self-definition and live-funk production,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/2046c50f-bb7f-4dee-8b5c-b7b80d45b3dc,resolved_exact,https://soundcloud.com/sampa-tembo/final_form,632037084,Sampa The Great,216861,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-199,Version verify
200,HH11,2018,Nasty C,Strings and Bling,original album version,Durban / South Africa,South-African-rap; melodic; mainstream,African mainstream rap craft and melodic range,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f45323a4-ee62-46c5-a550-6cc3d36f182f,resolved_exact,https://soundcloud.com/ivour/strings-and-bling,467650848,Nasty C,224150,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-200,Avoid tokenizing as national representative
201,HH11,2019,Pop Smoke,Dior,original Meet the Woo version,Brooklyn / New York,Brooklyn-drill; UK-producer-circuit; street,Brooklyn drill's reciprocal production circuit with the United Kingdom,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/b7d9decd-2730-4ef5-99b4-60b41f647cf8,resolved_exact,https://soundcloud.com/biggavelipro/dior,656255261,POP SMOKE,216424,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-201,Original mixtape master and producer credit
202,HH11,2016,Mare Advertencia Lirika,Libres y Vivas,original version,Oaxaca / Mexico,women; Indigenous; political; Spanish,Indigenous woman political rap and local movement infrastructure,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/96981b30-dcb4-40a3-a276-6b733e5e320a,resolved_exact,https://soundcloud.com/mareadvertencialirika/libres-y-vivas,1832741526,Mare Advertencia Lirika,171024,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-202,Exact release/date/language context verify
203,HH12,2023,billy woods and Kenny Segal,Soft Landing,original Maps album version,New York / Los Angeles,abstract; producer-MC; narrative,Elliptical travel writing and producer-MC world building,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/billywoods-music/soft-landing,resolved_exact,https://soundcloud.com/billywoods-music/soft-landing,1471302037,Billy Woods,173688,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-203,Contemporary connoisseur anchor
204,HH12,2020,Boldy James and The Alchemist,Brickmile to Montana,original The Price of Tea in China version,Detroit / Los Angeles,underground; producer-MC; street,Minimal producer-MC revival and elliptical Detroit street writing,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/boldyjames/boldy-james-the-alchemist-7,resolved_exact,https://soundcloud.com/boldyjames/boldy-james-the-alchemist-7,1108967089,Boldy James,160183,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-204,Version verify
205,HH12,2022,Kendrick Lamar,The Heart Part 5,original single version,Compton / California,political; persona; video,Shifting public persona grief responsibility and visual text,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/75f23da0-114a-4cc1-9d94-0ba018018a89,resolved_exact,https://soundcloud.com/kendrick-lamar-music/the-heart-part-5,1264605370,Kendrick Lamar,332408,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-205,Video context is integral
206,HH12,2022,JID featuring Kenny Mason,Dance Now,original The Forever Story version,Atlanta,lyrical; modern-South; rhythm,Contemporary technical flow within Southern lineage,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/51283228-db70-4101-a48f-1e7322902b01,resolved_exact,https://soundcloud.com/jidsv/dance-now,1317758944,JID,227605,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-206,Feature and sample credits
207,HH12,2024,Doechii,Nissan Altima,original Alligator Bites Never Heal version,Florida,women; queer; mixtape-form; battle,Rapid flow switches humor and modern mixtape framing,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c24f8a4a-456e-489c-8a6a-44ee1c8e39b8,resolved_exact,https://soundcloud.com/iam-doechii/doechii-nissan-altima,1886070702,Doechii,128183,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-207,Current judgment remains provisional
208,HH12,2025,Clipse featuring John Legend and Voices of Fire,The Birds Don't Sing,original Let God Sort Em Out album version,Virginia Beach / Virginia,duo; lyrical; mourning; producer-auteur,"An elder duo's return joins familial mourning, moral reflection, and Pharrell production continuity",selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/clipse-official/the-birds-dont-sing,resolved_exact,https://soundcloud.com/clipse-official/the-birds-dont-sing,2128519518,Clipse,240640,open_or_monetized,Artist-controlled Clipse upload matches the 2025 album recording.,track-208,Current endpoint; official catalog
209,HH12,2022,MIKE,Nuthin I can do is Wrng,original Beware of the Monkey version,New York,abstract; lo-fi; independent,Compressed sample collage self-production and independent ecosystem,selected_main_route,verified_artist_or_label,https://mikelikesrap.bandcamp.com/track/nuthin-i-can-do-is-wrng,resolved_exact_unofficial,https://soundcloud.com/user-707931108/mike-nuthin-i-can-do-is-wrng,1362481045,",,,Bob",124839,open_or_monetized,Track-length user upload matches the artist/label Bandcamp master; the SoundCloud album upload was not used as a playlist item.,track-209,Artist Bandcamp verifies title album date and production credit
210,HH12,2021,Babyface Ray,Paperwork Party,original Unfuckwitable version,Detroit,Detroit; conversational-flow; street,Off-center conversational rhythm in modern Detroit rap,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/a16b0b3d-adcb-4d94-92a1-e8845441866c,resolved_exact,https://soundcloud.com/miababyfaceray/paperwork-party,1897391019,Babyface Ray,176483,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-210,Version verify
211,HH12,2021,Yeat,Gët Busy,original Up 2 Më version,Oregon / internet,rage; plugg-descendant; vocal-timbre,Rage synthesis vocal neologism and internet producer networks,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/db19df2b-564e-4112-b0d8-d2dbd067d1f0,resolved_exact,https://soundcloud.com/lilyeat/get-busy-2,1117967131,Yeat,157806,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-211,Diacritics and original master verify
212,HH12,2022,GloRilla and Hitkidd,F.N.F. (Let's Go),original single version,Memphis,women; Memphis; anthem,Memphis woman-led breakout and chant architecture,selected_main_route,verified_soundcloud_catalog,https://soundcloud.com/hitkidd/f-n-f-lets-go,resolved_exact,https://soundcloud.com/hitkidd/f-n-f-lets-go,1261791385,Hitkidd,137613,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-212,Use original rather than later remix
213,HH12,2020,Headie One featuring AJ Tracey and Stormzy,Ain't It Different,original Edna album version,London / United Kingdom,UK-drill; collaboration; sample,UK drill's mainstream integration and cross-generational MC exchange,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/02da71ec-9712-4012-8feb-d336a6858da5,resolved_exact,https://soundcloud.com/headieone/headie-one-feat-aj-tracey-1,874631242,Headie One,196415,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-213,Feature and sample audit
214,HH12,2024,Kneecap,Sick In The Head,original Fine Art album version,Belfast / Ireland,Irish-language; political; global,Irish-English rap satire local identity and album-scale scene breakthrough,selected_main_route,verified_artist_or_label,https://kneecap.bandcamp.com/album/fine-art,resolved_exact,https://soundcloud.com/kneecapmusic/sick-in-the-head,2095797429,KNEECAP,152242,subscriber_catalog,Artist-catalog album recording; the later soundtrack entry and remix were rejected.,track-214,Artist Bandcamp verifies the 2024 recording and album
215,HH12,2021,Lala &ce,Show Me Love,original Everything Tasteful version,France / Côte d'Ivoire diaspora,women; queer; French-rap; cloud,Queer diasporic French rap and atmospheric vocal form,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/c7c52871-26f5-4e86-b976-9fbedd242e05,resolved_exact,https://soundcloud.com/lala-ace-667/show-me-love,947396872,lala &ce,161567,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-215,Translation/context required
216,HH12,2022,Black Sherif,Kwaku the Traveller,original single/The Villain I Never Was version,Ghana,Ghanaian-rap; melodic; global,Ghanaian narrative voice between rap and local popular music,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/b28a454c-1e0c-4255-be17-9a8344f5bc6e,resolved_exact,https://soundcloud.com/blacksherif/kweku-the-traveler,1229321974,Black Sherif,185391,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-216,Boundary and version audit
217,HH12,2021,Blxckie,Ye x4,original B4Now version,Durban / South Africa,South-African-rap; trap; multilingual,South African melodic trap localization and youth scene,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/f7b52b68-efd6-4e0a-b2b2-203736b3f767,resolved_exact,https://soundcloud.com/blxckie/ye-x4,1074273490,blxckie,165486,subscriber_catalog,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-217,Language/metadata audit
218,HH12,2023,MC Yallah and Debmaster,Sikwebela,original Yallah Beibe version,Uganda / Kenya,women; African-hip-hop; experimental,Multilingual flow and East African experimental producer circuit,selected_main_route,verified_artist_or_label,https://hakunakulala.bandcamp.com/track/sikwebela,resolved_exact,https://soundcloud.com/user-724951916/sikwebela,1442001652,Mc Yallah,149342,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-218,Label Bandcamp verifies title date album and Debmaster production
219,HH12,2020,Barkaa,King Brown,original single version,Malyangapa / Australia,women; Indigenous; Australian-rap; political,Indigenous Australian woman authority and anti-colonial local scene,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/50bd13f4-7155-4cb4-bb01-d43b83567d2b,resolved_exact,https://soundcloud.com/user-824082232/king-brown,1079881252,BARKAA,185731,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-219,Identity terminology and version audit
220,HH12,2020,Seedhe Maut,Namastute,original single version,Delhi / India,Indian-rap; Hindi; duo,Hindi duo interplay and independent Indian scene scale,selected_main_route,verified_musicbrainz,https://musicbrainz.org/recording/7c3b0ffb-498d-4236-a8e6-3503988c9c06,resolved_exact,https://soundcloud.com/azadirecords/namastute-seedhe-maut,986769208,Azadi Records,120216,open_or_monetized,"Structured SoundCloud catalog metadata matches artist, title, and intended unaltered version.",track-220,Production and translation notes required
